# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 41.9650
# Longitude (positive East, ISO 19115): 12.7954
# Altitude (m): 166.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2021-10-02
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-07-17T15:00:00.0/2020-07-17T16:00:00.0;720.0280;489.4580;334.8651;154.5929;611.4617;234.8112;6.2222;228.5890;12.0261;1.0000
2020-07-17T16:00:00.0/2020-07-17T17:00:00.0;494.4417;307.4132;196.6640;110.7493;519.4196;184.6225;8.9565;175.6660;25.7141;1.0000
2020-07-17T17:00:00.0/2020-07-17T18:00:00.0;256.6976;131.6871;70.2259;61.4612;342.0991;106.5662;36.4218;70.1443;189.0642;1.0000
2020-07-17T18:00:00.0/2020-07-17T19:00:00.0;40.8831;13.8526;4.0518;9.8008;54.8086;10.7275;0.8415;9.8860;8.9116;1.0000
2020-07-17T19:00:00.0/2020-07-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-17T20:00:00.0/2020-07-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-17T21:00:00.0/2020-07-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-17T22:00:00.0/2020-07-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-17T23:00:00.0/2020-07-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T00:00:00.0/2020-07-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T01:00:00.0/2020-07-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T02:00:00.0/2020-07-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T03:00:00.0/2020-07-18T04:00:00.0;0.9245;0.2004;0.0064;0.1939;0.0000;0.0391;0.0000;0.0391;0.0000;1.0000
2020-07-18T04:00:00.0/2020-07-18T05:00:00.0;136.6257;61.2083;29.7712;31.4371;228.5810;45.7200;8.3896;37.3303;63.4638;1.0000
2020-07-18T05:00:00.0/2020-07-18T06:00:00.0;374.3121;227.0217;154.0491;72.9727;531.4439;181.6904;92.9445;88.7459;292.5684;1.0000
2020-07-18T06:00:00.0/2020-07-18T07:00:00.0;607.9861;417.6588;317.7006;99.9582;685.5027;401.1957;313.6804;87.5154;676.7358;1.0000
2020-07-18T07:00:00.0/2020-07-18T08:00:00.0;821.7153;600.0051;480.9728;119.0323;770.3949;497.7211;269.7729;227.9482;440.5685;1.0000
2020-07-18T08:00:00.0/2020-07-18T09:00:00.0;1000.9232;755.8065;623.0432;132.7633;820.1702;658.6633;412.3907;246.2725;536.9976;1.0000
2020-07-18T09:00:00.0/2020-07-18T10:00:00.0;1133.3838;874.1665;737.8910;136.2756;858.0507;865.5038;742.2889;123.2149;862.9207;1.0000
2020-07-18T10:00:00.0/2020-07-18T11:00:00.0;1210.0553;945.8117;816.2137;129.5980;889.2328;940.3566;824.0635;116.2930;897.7954;1.0000
2020-07-18T11:00:00.0/2020-07-18T12:00:00.0;1225.6975;963.2133;843.5033;119.7100;907.3344;953.3546;836.9626;116.3920;900.2090;1.0000
2020-07-18T12:00:00.0/2020-07-18T13:00:00.0;1179.2301;925.9952;817.4198;108.5754;913.9167;823.7574;538.0759;285.6815;599.8965;1.0000
2020-07-18T13:00:00.0/2020-07-18T14:00:00.0;1073.8066;837.2202;740.0667;97.1535;908.5504;779.1986;609.3224;169.8762;751.9284;1.0000
2020-07-18T14:00:00.0/2020-07-18T15:00:00.0;916.5995;703.2957;619.0241;84.2716;889.9709;688.1055;608.0574;80.0481;874.0157;1.0000
2020-07-18T15:00:00.0/2020-07-18T16:00:00.0;718.3118;533.5488;460.7746;72.7742;844.0357;514.9531;447.9940;66.9591;820.5152;1.0000
2020-07-18T16:00:00.0/2020-07-18T17:00:00.0;492.4466;342.4141;281.9307;60.4834;749.7880;323.8100;271.0892;52.7208;720.3646;1.0000
2020-07-18T17:00:00.0/2020-07-18T18:00:00.0;254.3871;152.3577;111.5276;40.8300;555.5351;137.8708;101.3719;36.4989;498.0249;1.0000
2020-07-18T18:00:00.0/2020-07-18T19:00:00.0;39.3827;16.2423;8.0925;8.1498;115.0466;12.5198;3.7903;8.7295;44.8425;1.0000
2020-07-18T19:00:00.0/2020-07-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T20:00:00.0/2020-07-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T21:00:00.0/2020-07-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T22:00:00.0/2020-07-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-18T23:00:00.0/2020-07-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T00:00:00.0/2020-07-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T01:00:00.0/2020-07-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T02:00:00.0/2020-07-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T03:00:00.0/2020-07-19T04:00:00.0;0.6498;0.1490;0.0095;0.1395;0.0000;0.0263;0.0000;0.0263;0.0000;1.0000
2020-07-19T04:00:00.0/2020-07-19T05:00:00.0;133.5529;65.8741;38.4267;27.4474;306.1692;57.2635;30.7652;26.4983;219.1840;1.0000
2020-07-19T05:00:00.0/2020-07-19T06:00:00.0;371.5526;241.5281;182.0998;59.4283;635.2412;224.9898;174.9655;50.0243;608.8340;1.0000
2020-07-19T06:00:00.0/2020-07-19T07:00:00.0;605.5538;438.7346;360.8183;77.9163;782.4727;420.2255;353.6682;66.5573;766.7578;1.0000
2020-07-19T07:00:00.0/2020-07-19T08:00:00.0;819.6014;625.4149;535.6130;89.8019;860.5121;607.8271;527.9491;79.8780;848.0757;1.0000
2020-07-19T08:00:00.0/2020-07-19T09:00:00.0;999.0968;784.3459;686.6096;97.7364;905.7233;770.4425;681.6730;88.7695;899.1402;1.0000
2020-07-19T09:00:00.0/2020-07-19T10:00:00.0;1131.7936;902.4479;800.6876;101.7603;932.6823;891.3215;797.7924;93.5291;929.2979;1.0000
2020-07-19T10:00:00.0/2020-07-19T11:00:00.0;1208.6334;970.6627;868.5041;102.1586;947.5024;960.5941;866.2468;94.3473;945.0383;1.0000
2020-07-19T11:00:00.0/2020-07-19T12:00:00.0;1224.3644;984.0042;883.5943;100.4099;951.6155;974.2441;880.7689;93.4752;948.5706;1.0000
2020-07-19T12:00:00.0/2020-07-19T13:00:00.0;1177.8994;941.0397;842.7932;98.2466;943.3985;930.8145;838.4360;92.3785;938.5112;1.0000
2020-07-19T13:00:00.0/2020-07-19T14:00:00.0;1072.3914;845.1202;749.5922;95.5280;921.4122;833.3374;743.5163;89.8211;913.9014;1.0000
2020-07-19T14:00:00.0/2020-07-19T15:00:00.0;915.0185;704.0964;613.7769;90.3195;883.7288;688.5144;604.8261;83.6883;870.7136;1.0000
2020-07-19T15:00:00.0/2020-07-19T16:00:00.0;716.4945;529.3958;447.7809;81.6148;822.1420;511.0594;437.6825;73.3769;803.4691;1.0000
2020-07-19T16:00:00.0/2020-07-19T17:00:00.0;490.3387;336.0899;268.4674;67.6225;716.3616;317.8347;258.9828;58.8519;690.3668;1.0000
2020-07-19T17:00:00.0/2020-07-19T18:00:00.0;251.9539;146.0384;101.3281;44.7103;506.3109;132.0472;91.3666;40.6806;448.9606;1.0000
2020-07-19T18:00:00.0/2020-07-19T19:00:00.0;37.8116;14.6745;6.4377;8.2368;91.9290;11.2435;2.5696;8.6739;30.1754;1.0000
2020-07-19T19:00:00.0/2020-07-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T20:00:00.0/2020-07-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T21:00:00.0/2020-07-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T22:00:00.0/2020-07-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-19T23:00:00.0/2020-07-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T00:00:00.0/2020-07-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T01:00:00.0/2020-07-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T02:00:00.0/2020-07-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T03:00:00.0/2020-07-20T04:00:00.0;0.4171;0.0900;0.0031;0.0869;0.0000;0.0071;0.0000;0.0071;0.0000;1.0000
2020-07-20T04:00:00.0/2020-07-20T05:00:00.0;130.4234;61.3880;33.6577;27.7303;268.4313;53.2613;26.0479;27.2134;184.7272;1.0000
2020-07-20T05:00:00.0/2020-07-20T06:00:00.0;368.7461;231.5116;169.3383;62.1732;594.3325;215.7130;161.6738;54.0391;565.6918;1.0000
2020-07-20T06:00:00.0/2020-07-20T07:00:00.0;603.0818;424.6291;342.3116;82.3175;745.2047;407.3913;335.2112;72.1801;729.4646;1.0000
2020-07-20T07:00:00.0/2020-07-20T08:00:00.0;817.4519;608.4996;513.1459;95.3538;826.6008;592.6938;506.1726;86.5212;815.2466;1.0000
2020-07-20T08:00:00.0/2020-07-20T09:00:00.0;997.2353;765.3787;661.3607;104.0180;874.1361;753.7675;657.7020;96.0655;869.2177;1.0000
2020-07-20T09:00:00.0/2020-07-20T10:00:00.0;1130.1655;883.1903;774.0611;109.1292;903.0800;874.9387;773.5067;101.4320;902.4142;1.0000
2020-07-20T10:00:00.0/2020-07-20T11:00:00.0;1207.1678;952.8361;841.6252;111.2108;919.4293;945.6248;842.5305;103.0943;920.4150;1.0000
2020-07-20T11:00:00.0/2020-07-20T12:00:00.0;1222.9785;968.1133;857.0744;111.0389;924.2416;960.8510;857.9938;102.8572;925.2315;1.0000
2020-07-20T12:00:00.0/2020-07-20T13:00:00.0;1176.5049;926.5897;816.2712;110.3185;914.9165;918.5669;816.1564;102.4105;914.7830;1.0000
2020-07-20T13:00:00.0/2020-07-20T14:00:00.0;1070.9000;831.4794;722.7188;108.7606;889.7016;821.4625;720.8638;100.5987;887.3781;1.0000
2020-07-20T14:00:00.0/2020-07-20T15:00:00.0;913.3481;691.3885;587.3824;104.0061;847.2752;677.1553;582.2370;94.9183;839.7380;1.0000
2020-07-20T15:00:00.0/2020-07-20T16:00:00.0;714.5753;518.1818;424.6274;93.5543;781.6841;500.9148;417.5803;83.3345;768.5480;1.0000
2020-07-20T16:00:00.0/2020-07-20T17:00:00.0;488.1173;327.0745;251.1868;75.8877;672.8871;309.4542;243.0533;66.4009;650.3151;1.0000
2020-07-20T17:00:00.0/2020-07-20T18:00:00.0;249.3975;139.8970;91.4307;48.4663;459.0603;126.4088;81.7028;44.7060;402.0669;1.0000
2020-07-20T18:00:00.0/2020-07-20T19:00:00.0;36.2001;13.3825;5.1111;8.2714;74.1353;10.1770;1.6762;8.5008;19.5778;1.0000
2020-07-20T19:00:00.0/2020-07-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T20:00:00.0/2020-07-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T21:00:00.0/2020-07-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T22:00:00.0/2020-07-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-20T23:00:00.0/2020-07-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T00:00:00.0/2020-07-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T01:00:00.0/2020-07-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T02:00:00.0/2020-07-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T03:00:00.0/2020-07-21T04:00:00.0;0.2295;0.0483;0.0012;0.0470;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T04:00:00.0/2020-07-21T05:00:00.0;127.2390;59.2433;31.5161;27.7271;252.7430;51.3105;24.2155;27.0950;172.6638;1.0000
2020-07-21T05:00:00.0/2020-07-21T06:00:00.0;365.8943;228.9969;165.9810;63.0158;586.4794;213.2591;158.5544;54.7047;558.4606;1.0000
2020-07-21T06:00:00.0/2020-07-21T07:00:00.0;600.5712;422.7877;339.6495;83.1382;742.5155;405.5086;332.8745;72.6341;727.4177;1.0000
2020-07-21T07:00:00.0/2020-07-21T08:00:00.0;815.2673;607.3702;511.3037;96.0665;825.9310;591.4333;504.6510;86.7823;815.0693;1.0000
2020-07-21T08:00:00.0/2020-07-21T09:00:00.0;995.3389;765.1312;660.7264;104.4048;875.0817;753.2029;657.1295;96.0735;870.2481;1.0000
2020-07-21T09:00:00.0/2020-07-21T10:00:00.0;1128.4994;881.0953;768.2646;112.8307;897.8893;872.8153;768.8290;103.9863;898.5018;1.0000
2020-07-21T10:00:00.0/2020-07-21T11:00:00.0;1205.6577;945.9525;824.1727;121.7799;901.6758;939.6286;828.8080;110.8205;906.7356;1.0000
2020-07-21T11:00:00.0/2020-07-21T12:00:00.0;1221.5392;956.3624;828.0269;128.3355;894.1014;950.8808;835.1895;115.6913;901.8375;1.0000
2020-07-21T12:00:00.0/2020-07-21T13:00:00.0;1175.0457;911.8840;779.8386;132.0455;875.2697;885.1223;733.4941;151.6282;822.3918;1.0000
2020-07-21T13:00:00.0/2020-07-21T14:00:00.0;1069.3313;815.7582;683.5499;132.2083;842.7486;751.1637;551.3529;199.8108;680.2066;1.0000
2020-07-21T14:00:00.0/2020-07-21T15:00:00.0;911.5876;674.7875;546.9915;127.7960;790.4108;655.4080;532.2145;123.1936;770.1459;1.0000
2020-07-21T15:00:00.0/2020-07-21T16:00:00.0;712.5532;502.4807;389.0754;113.4053;718.1923;486.7782;387.1385;99.6397;714.3633;1.0000
2020-07-21T16:00:00.0/2020-07-21T17:00:00.0;485.7817;314.3920;226.0831;88.3089;607.9930;297.7173;219.8698;77.8475;590.3256;1.0000
2020-07-21T17:00:00.0/2020-07-21T18:00:00.0;246.7178;131.6920;78.5076;53.1844;395.7204;118.9500;68.9365;50.0135;338.5668;1.0000
2020-07-21T18:00:00.0/2020-07-21T19:00:00.0;34.5541;11.9754;3.7985;8.1769;55.5806;9.0243;0.8435;8.1808;9.7290;1.0000
2020-07-21T19:00:00.0/2020-07-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T20:00:00.0/2020-07-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T21:00:00.0/2020-07-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T22:00:00.0/2020-07-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-21T23:00:00.0/2020-07-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T00:00:00.0/2020-07-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T01:00:00.0/2020-07-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T02:00:00.0/2020-07-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T03:00:00.0/2020-07-22T04:00:00.0;0.0896;0.0184;0.0007;0.0177;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T04:00:00.0/2020-07-22T05:00:00.0;124.0016;56.3390;28.2627;28.0763;228.6323;48.6969;21.2322;27.4646;151.8478;1.0000
2020-07-22T05:00:00.0/2020-07-22T06:00:00.0;362.9986;223.0300;155.0576;67.9725;551.7205;207.6820;148.3910;59.2910;526.0373;1.0000
2020-07-22T06:00:00.0/2020-07-22T07:00:00.0;598.0230;415.1759;321.3896;93.7863;705.5753;398.4582;317.2316;81.2266;696.0878;1.0000
2020-07-22T07:00:00.0/2020-07-22T08:00:00.0;813.0485;598.7613;485.9470;112.8144;787.2217;583.5792;484.3283;99.2508;784.4741;1.0000
2020-07-22T08:00:00.0/2020-07-22T09:00:00.0;993.4081;755.6962;628.4210;127.2753;834.0663;744.7557;632.2852;112.4704;839.0959;1.0000
2020-07-22T09:00:00.0/2020-07-22T10:00:00.0;1126.7952;872.5125;734.4737;138.0388;859.7748;865.3426;744.0823;121.2603;870.9884;1.0000
2020-07-22T10:00:00.0/2020-07-22T11:00:00.0;1204.1029;939.8146;794.3602;145.4544;870.3127;934.2797;807.7593;126.5204;884.9849;1.0000
2020-07-22T11:00:00.0/2020-07-22T12:00:00.0;1220.0457;952.3990;802.5696;149.8294;867.8269;947.3153;817.6669;129.6484;884.1524;1.0000
2020-07-22T12:00:00.0/2020-07-22T13:00:00.0;1173.5209;908.5018;756.3583;152.1435;850.1491;902.9573;771.2358;131.7215;866.8746;1.0000
2020-07-22T13:00:00.0/2020-07-22T14:00:00.0;1067.6844;811.4463;659.8040;151.6423;814.8165;803.7258;672.0569;131.6690;829.9216;1.0000
2020-07-22T14:00:00.0/2020-07-22T15:00:00.0;909.7358;669.3862;523.6896;145.6965;758.2803;657.3039;530.9100;126.3940;768.6754;1.0000
2020-07-22T15:00:00.0/2020-07-22T16:00:00.0;710.4274;495.5832;366.9827;128.6005;679.2142;480.3533;369.2322;111.1210;683.1050;1.0000
2020-07-22T16:00:00.0/2020-07-22T17:00:00.0;483.3315;306.3309;207.1162;99.2146;558.9495;290.1371;202.9491;87.1880;546.6342;1.0000
2020-07-22T17:00:00.0/2020-07-22T18:00:00.0;243.9145;124.9568;67.1715;57.7853;339.1198;112.8334;58.0366;54.7969;283.3775;1.0000
2020-07-22T18:00:00.0/2020-07-22T19:00:00.0;32.9122;10.7614;2.7223;8.0391;40.3245;8.0987;0.3076;7.7910;3.5012;1.0000
2020-07-22T19:00:00.0/2020-07-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T20:00:00.0/2020-07-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T21:00:00.0/2020-07-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T22:00:00.0/2020-07-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-22T23:00:00.0/2020-07-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T00:00:00.0/2020-07-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T01:00:00.0/2020-07-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T02:00:00.0/2020-07-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T03:00:00.0/2020-07-23T04:00:00.0;0.0320;0.0064;0.0010;0.0054;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T04:00:00.0/2020-07-23T05:00:00.0;120.7130;48.8641;17.9217;30.9424;142.3039;42.2900;11.7643;30.5257;80.6519;1.0000
2020-07-23T05:00:00.0/2020-07-23T06:00:00.0;360.0604;205.0469;119.9739;85.0730;427.3463;191.2186;115.1231;76.0955;407.4725;1.0000
2020-07-23T06:00:00.0/2020-07-23T07:00:00.0;595.4384;394.6793;272.7459;121.9333;600.1028;379.8105;274.6541;105.1565;603.9178;1.0000
2020-07-23T07:00:00.0/2020-07-23T08:00:00.0;810.7958;579.7641;434.5158;145.2483;705.4366;566.5361;442.2594;124.2767;717.9393;1.0000
2020-07-23T08:00:00.0/2020-07-23T09:00:00.0;991.4428;738.6888;578.7468;159.9420;769.5643;729.6972;592.7943;136.9030;788.1625;1.0000
2020-07-23T09:00:00.0/2020-07-23T10:00:00.0;1125.0526;858.9799;693.8102;165.1696;813.3964;853.6670;712.8364;140.8306;835.7095;1.0000
2020-07-23T10:00:00.0/2020-07-23T11:00:00.0;1202.5026;931.2088;769.9365;161.2723;844.7643;926.8928;789.1839;137.7088;865.8918;1.0000
2020-07-23T11:00:00.0/2020-07-23T12:00:00.0;1218.4971;948.6442;795.4277;153.2166;861.3733;943.9346;811.7722;132.1624;879.0668;1.0000
2020-07-23T12:00:00.0/2020-07-23T13:00:00.0;1171.9294;907.7996;759.4683;148.3313;854.9803;902.0686;772.8557;129.2129;870.0529;1.0000
2020-07-23T13:00:00.0/2020-07-23T14:00:00.0;1065.9583;811.9255;665.7222;146.2032;823.6548;803.8771;676.1835;127.6936;836.5631;1.0000
2020-07-23T14:00:00.0/2020-07-23T15:00:00.0;907.7918;670.8840;531.7108;139.1732;771.7848;658.3394;536.9489;121.3905;779.3010;1.0000
2020-07-23T15:00:00.0/2020-07-23T16:00:00.0;708.1972;496.5124;372.2864;124.2260;691.1303;480.8804;373.2995;107.5809;692.8030;1.0000
2020-07-23T16:00:00.0/2020-07-23T17:00:00.0;480.7660;305.1793;206.5368;98.6425;559.8831;288.8536;202.2786;86.5751;547.2997;1.0000
2020-07-23T17:00:00.0/2020-07-23T18:00:00.0;240.9875;122.3455;63.9278;58.4176;324.1564;110.3731;54.9358;55.4373;268.4560;1.0000
2020-07-23T18:00:00.0/2020-07-23T19:00:00.0;31.2245;9.9520;2.2078;7.7442;33.1996;7.4265;0.1412;7.2853;1.6158;1.0000
2020-07-23T19:00:00.0/2020-07-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T20:00:00.0/2020-07-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T21:00:00.0/2020-07-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T22:00:00.0/2020-07-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-23T23:00:00.0/2020-07-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T00:00:00.0/2020-07-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T01:00:00.0/2020-07-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T02:00:00.0/2020-07-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T03:00:00.0/2020-07-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T04:00:00.0/2020-07-24T05:00:00.0;117.3750;49.0099;20.1632;28.8467;163.2200;42.3203;13.8419;28.4784;97.6688;1.0000
2020-07-24T05:00:00.0/2020-07-24T06:00:00.0;357.0812;208.5688;132.0580;76.5108;475.0289;194.1996;126.0084;68.1912;450.8933;1.0000
