# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 41.9650
# Longitude (positive East, ISO 19115): 12.7954
# Altitude (m): 166.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2021-10-02
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-01-05T12:00:00.0/2020-01-05T13:00:00.0;548.5790;404.6176;333.2928;71.3249;854.8432;383.2255;326.3537;56.8718;837.0164;1.0000
2020-01-05T13:00:00.0/2020-01-05T14:00:00.0;436.4875;308.0800;245.2572;62.8228;788.4148;288.0305;238.8918;49.1386;767.7358;1.0000
2020-01-05T14:00:00.0/2020-01-05T15:00:00.0;269.9857;170.4979;123.6209;46.8770;630.5426;154.6221;116.6318;37.9903;591.6617;1.0000
2020-01-05T15:00:00.0/2020-01-05T16:00:00.0;66.8345;31.3804;16.8890;14.4914;204.9893;25.5391;11.2135;14.3256;118.0235;1.0000
2020-01-05T16:00:00.0/2020-01-05T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T17:00:00.0/2020-01-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T18:00:00.0/2020-01-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T19:00:00.0/2020-01-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T20:00:00.0/2020-01-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T21:00:00.0/2020-01-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T22:00:00.0/2020-01-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-05T23:00:00.0/2020-01-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T00:00:00.0/2020-01-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T01:00:00.0/2020-01-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T02:00:00.0/2020-01-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T03:00:00.0/2020-01-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T04:00:00.0/2020-01-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T05:00:00.0/2020-01-06T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T06:00:00.0/2020-01-06T07:00:00.0;10.3639;3.8617;1.6396;2.2221;42.6121;2.3584;0.1335;2.2249;2.9139;1.0000
2020-01-06T07:00:00.0/2020-01-06T08:00:00.0;176.8857;104.4412;74.5442;29.8969;554.7705;92.6957;67.0166;25.6792;481.1224;1.0000
2020-01-06T08:00:00.0/2020-01-06T09:00:00.0;365.6775;254.9155;206.8966;48.0189;791.4574;236.1961;200.2530;35.9431;765.6150;1.0000
2020-01-06T09:00:00.0/2020-01-06T10:00:00.0;504.9969;374.0098;317.3621;56.6478;883.6485;352.7091;308.7882;43.9209;859.7596;1.0000
2020-01-06T10:00:00.0/2020-01-06T11:00:00.0;585.3537;444.2076;383.6697;60.5378;922.6187;421.7967;373.4365;48.3601;898.0108;1.0000
2020-01-06T11:00:00.0/2020-01-06T12:00:00.0;601.2740;457.9846;396.8297;61.1549;929.1271;435.2952;386.1109;49.1843;904.0291;1.0000
2020-01-06T12:00:00.0/2020-01-06T13:00:00.0;551.6736;414.3232;355.9135;58.4097;907.8173;392.2334;345.8307;46.4028;882.0744;1.0000
2020-01-06T13:00:00.0/2020-01-06T14:00:00.0;439.9325;317.6054;265.8472;51.7582;848.4062;296.9725;257.2733;39.6991;820.8710;1.0000
2020-01-06T14:00:00.0/2020-01-06T15:00:00.0;273.6644;179.1504;139.8580;39.2924;706.9615;162.6841;131.9870;30.6971;664.3257;1.0000
2020-01-06T15:00:00.0/2020-01-06T16:00:00.0;69.7309;34.9934;21.9785;13.0149;267.6461;28.5873;15.5331;13.0541;165.0796;1.0000
2020-01-06T16:00:00.0/2020-01-06T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T17:00:00.0/2020-01-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T18:00:00.0/2020-01-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T19:00:00.0/2020-01-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T20:00:00.0/2020-01-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T21:00:00.0/2020-01-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T22:00:00.0/2020-01-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-06T23:00:00.0/2020-01-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T00:00:00.0/2020-01-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T01:00:00.0/2020-01-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T02:00:00.0/2020-01-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T03:00:00.0/2020-01-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T04:00:00.0/2020-01-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T05:00:00.0/2020-01-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T06:00:00.0/2020-01-07T07:00:00.0;10.5372;3.8902;1.6346;2.2556;41.9699;2.3754;0.1308;2.2445;2.8317;1.0000
2020-01-07T07:00:00.0/2020-01-07T08:00:00.0;177.6468;104.3003;73.9138;30.3865;547.5178;92.5970;66.3695;26.2275;474.0833;1.0000
2020-01-07T08:00:00.0/2020-01-07T09:00:00.0;366.9236;255.0478;205.7470;49.3008;784.2881;233.8148;194.9088;38.9060;743.4172;1.0000
2020-01-07T09:00:00.0/2020-01-07T10:00:00.0;506.7686;370.9854;306.4819;64.5035;851.1953;349.6442;298.8141;50.8301;829.5520;1.0000
2020-01-07T10:00:00.0/2020-01-07T11:00:00.0;587.6557;434.2634;353.0571;81.2063;845.9433;386.1333;288.5741;97.5592;694.2120;1.0000
2020-01-07T11:00:00.0/2020-01-07T12:00:00.0;604.0750;441.2721;347.8299;93.4422;810.5081;339.2937;156.4047;182.8890;364.4892;1.0000
2020-01-07T12:00:00.0/2020-01-07T13:00:00.0;554.9085;394.2041;300.6103;93.5938;762.0338;298.7293;126.0488;172.6805;318.7640;1.0000
2020-01-07T13:00:00.0/2020-01-07T14:00:00.0;443.5067;297.7910;216.3032;81.4878;683.6276;241.9881;130.6357;111.3524;420.2658;1.0000
2020-01-07T14:00:00.0/2020-01-07T15:00:00.0;277.4604;162.6418;103.6727;58.9691;511.8418;140.8185;86.3189;54.4996;427.7376;1.0000
2020-01-07T15:00:00.0/2020-01-07T16:00:00.0;72.8056;30.4972;12.8708;17.6264;145.4471;24.8692;7.4223;17.4469;71.8324;1.0000
2020-01-07T16:00:00.0/2020-01-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T17:00:00.0/2020-01-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T18:00:00.0/2020-01-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T19:00:00.0/2020-01-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T20:00:00.0/2020-01-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T21:00:00.0/2020-01-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T22:00:00.0/2020-01-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-07T23:00:00.0/2020-01-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T00:00:00.0/2020-01-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T01:00:00.0/2020-01-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T02:00:00.0/2020-01-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T03:00:00.0/2020-01-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T04:00:00.0/2020-01-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T05:00:00.0/2020-01-08T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T06:00:00.0/2020-01-08T07:00:00.0;10.7289;3.4648;0.9969;2.4679;25.2129;2.1242;0.0000;2.1242;0.0000;1.0000
2020-01-08T07:00:00.0/2020-01-08T08:00:00.0;178.5694;97.0406;61.8045;35.2361;447.1187;86.1721;54.0147;32.1574;372.4981;1.0000
2020-01-08T08:00:00.0/2020-01-08T09:00:00.0;368.3324;245.0708;188.3392;56.7316;713.6055;227.2439;181.8217;45.4222;688.4166;1.0000
2020-01-08T09:00:00.0/2020-01-08T10:00:00.0;508.7010;362.5687;293.0214;69.5472;810.1539;342.5034;286.0086;56.4949;790.6158;1.0000
2020-01-08T10:00:00.0/2020-01-08T11:00:00.0;590.1135;429.3500;347.7122;81.6378;829.4867;408.8201;341.5085;67.3116;814.6599;1.0000
2020-01-08T11:00:00.0/2020-01-08T12:00:00.0;607.0242;440.3718;350.8763;89.4955;813.6499;419.9927;346.0460;73.9468;802.4554;1.0000
2020-01-08T12:00:00.0/2020-01-08T13:00:00.0;558.2816;395.3083;305.2697;90.0385;769.0322;375.4765;301.2650;74.2115;758.9188;1.0000
2020-01-08T13:00:00.0/2020-01-08T14:00:00.0;447.2077;298.7072;216.9254;81.7817;679.6004;279.9716;212.5189;67.4527;665.5079;1.0000
2020-01-08T14:00:00.0/2020-01-08T15:00:00.0;281.3712;163.1625;102.0551;61.1073;496.0711;148.3125;95.3107;53.0018;459.8626;1.0000
2020-01-08T15:00:00.0/2020-01-08T16:00:00.0;76.0279;31.3456;12.6688;18.6768;139.8629;25.8015;7.3376;18.4639;68.9642;1.0000
2020-01-08T16:00:00.0/2020-01-08T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T17:00:00.0/2020-01-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T18:00:00.0/2020-01-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T19:00:00.0/2020-01-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T20:00:00.0/2020-01-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T21:00:00.0/2020-01-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T22:00:00.0/2020-01-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-08T23:00:00.0/2020-01-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T00:00:00.0/2020-01-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T01:00:00.0/2020-01-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T02:00:00.0/2020-01-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T03:00:00.0/2020-01-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T04:00:00.0/2020-01-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T05:00:00.0/2020-01-09T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T06:00:00.0/2020-01-09T07:00:00.0;10.9685;3.4741;0.7980;2.6760;19.7994;2.1244;0.0000;2.1244;0.0000;1.0000
2020-01-09T07:00:00.0/2020-01-09T08:00:00.0;179.6534;95.6733;56.0180;39.6553;399.8130;85.0321;48.9758;36.0563;331.8368;1.0000
2020-01-09T08:00:00.0/2020-01-09T09:00:00.0;369.9035;243.1514;176.5236;66.6278;665.5206;222.5552;167.1492;55.4060;630.4597;1.0000
2020-01-09T09:00:00.0/2020-01-09T10:00:00.0;510.7932;363.4605;283.6150;79.8455;780.2449;343.0728;278.9893;64.0835;767.2519;1.0000
2020-01-09T10:00:00.0/2020-01-09T11:00:00.0;592.7255;435.8850;349.6302;86.2549;830.1536;414.9130;345.3860;69.5270;820.0724;1.0000
2020-01-09T11:00:00.0/2020-01-09T12:00:00.0;610.1194;452.0766;364.6396;87.4370;841.3000;430.7083;360.1762;70.5321;830.9990;1.0000
2020-01-09T12:00:00.0/2020-01-09T13:00:00.0;561.7907;409.2003;324.4118;84.7884;812.2377;388.2565;320.1092;68.1474;801.4553;1.0000
2020-01-09T13:00:00.0/2020-01-09T14:00:00.0;451.0331;311.8009;235.0366;76.7643;730.5998;292.1920;230.7672;61.4249;717.1034;1.0000
2020-01-09T14:00:00.0/2020-01-09T15:00:00.0;285.3943;173.9393;115.9458;57.9935;558.1320;158.2604;109.7872;48.4732;525.5553;1.0000
2020-01-09T15:00:00.0/2020-01-09T16:00:00.0;79.4357;35.3021;16.2779;19.0241;178.0930;29.1476;10.6345;18.5131;100.6773;1.0000
2020-01-09T16:00:00.0/2020-01-09T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T17:00:00.0/2020-01-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T18:00:00.0/2020-01-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T19:00:00.0/2020-01-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T20:00:00.0/2020-01-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T21:00:00.0/2020-01-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T22:00:00.0/2020-01-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-09T23:00:00.0/2020-01-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T00:00:00.0/2020-01-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T01:00:00.0/2020-01-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T02:00:00.0/2020-01-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T03:00:00.0/2020-01-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T04:00:00.0/2020-01-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T05:00:00.0/2020-01-10T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T06:00:00.0/2020-01-10T07:00:00.0;11.2558;3.5954;0.8694;2.7260;21.1689;2.2029;0.0000;2.2029;0.0000;1.0000
2020-01-10T07:00:00.0/2020-01-10T08:00:00.0;180.8988;96.9657;58.1693;38.7963;413.1447;86.1120;50.7967;35.3153;343.6769;1.0000
2020-01-10T08:00:00.0/2020-01-10T09:00:00.0;371.6360;245.1345;181.8843;63.2502;682.5579;220.1261;164.0194;56.1067;612.9721;1.0000
2020-01-10T09:00:00.0/2020-01-10T10:00:00.0;513.0439;364.7116;289.3325;75.3791;792.6786;344.7807;283.8085;60.9722;777.4589;1.0000
2020-01-10T10:00:00.0/2020-01-10T11:00:00.0;595.4902;435.3308;352.0826;83.2482;832.1189;414.6335;346.4514;68.1821;818.7989;1.0000
2020-01-10T11:00:00.0/2020-01-10T12:00:00.0;613.3589;450.0957;363.6359;86.4598;834.4930;429.2270;358.2484;70.9786;822.1303;1.0000
2020-01-10T12:00:00.0/2020-01-10T13:00:00.0;565.4335;407.5431;323.4588;84.0843;804.6752;387.0872;318.3362;68.7511;791.9012;1.0000
2020-01-10T13:00:00.0/2020-01-10T14:00:00.0;454.9805;312.1840;237.2700;74.9140;731.3858;292.8194;231.9774;60.8420;714.8314;1.0000
2020-01-10T14:00:00.0/2020-01-10T15:00:00.0;289.5269;176.4794;120.0981;56.3812;571.1570;160.7593;113.3316;47.4277;536.2026;1.0000
2020-01-10T15:00:00.0/2020-01-10T16:00:00.0;82.9656;37.3674;18.1042;19.2632;194.6909;30.9116;12.0867;18.8250;112.8590;1.0000
2020-01-10T16:00:00.0/2020-01-10T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T17:00:00.0/2020-01-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T18:00:00.0/2020-01-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T19:00:00.0/2020-01-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T20:00:00.0/2020-01-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T21:00:00.0/2020-01-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T22:00:00.0/2020-01-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-10T23:00:00.0/2020-01-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T00:00:00.0/2020-01-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T01:00:00.0/2020-01-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T02:00:00.0/2020-01-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T03:00:00.0/2020-01-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T04:00:00.0/2020-01-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T05:00:00.0/2020-01-11T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T06:00:00.0/2020-01-11T07:00:00.0;11.5910;3.9036;1.2182;2.6854;30.3776;2.4699;0.0260;2.4439;0.5154;1.0000
2020-01-11T07:00:00.0/2020-01-11T08:00:00.0;182.3050;100.3762;63.8899;36.4862;455.9197;89.2532;56.4362;32.8170;385.7950;1.0000
2020-01-11T08:00:00.0/2020-01-11T09:00:00.0;373.5293;249.0189;188.3468;60.6722;704.0773;231.1661;182.8468;48.3193;682.9455;1.0000
2020-01-11T09:00:00.0/2020-01-11T10:00:00.0;515.4520;368.9768;296.3644;72.6124;808.0391;348.8307;290.3221;58.5087;791.5236;1.0000
2020-01-11T10:00:00.0/2020-01-11T11:00:00.0;598.4059;440.3865;362.4979;77.8886;852.4719;419.3987;355.4588;63.9399;835.9186;1.0000
2020-01-11T11:00:00.0/2020-01-11T12:00:00.0;616.7404;455.6894;377.2293;78.4602;860.9037;434.4691;369.5263;64.9429;843.3185;1.0000
2020-01-11T12:00:00.0/2020-01-11T13:00:00.0;569.2075;412.7309;334.7964;77.9345;827.1509;392.0109;327.7711;64.2397;809.8093;1.0000
2020-01-11T13:00:00.0/2020-01-11T14:00:00.0;459.0471;315.8256;241.5793;74.2463;737.6248;296.3387;235.8875;60.4512;720.0733;1.0000
2020-01-11T14:00:00.0/2020-01-11T15:00:00.0;293.7666;178.3774;119.6043;58.7731;559.7255;162.6040;113.0280;49.5761;526.2392;1.0000
2020-01-11T15:00:00.0/2020-01-11T16:00:00.0;86.6522;38.4018;17.6631;20.7387;184.0334;31.8798;11.7426;20.1372;106.3824;1.0000
2020-01-11T16:00:00.0/2020-01-11T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T17:00:00.0/2020-01-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T18:00:00.0/2020-01-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T19:00:00.0/2020-01-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T20:00:00.0/2020-01-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T21:00:00.0/2020-01-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T22:00:00.0/2020-01-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-11T23:00:00.0/2020-01-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T00:00:00.0/2020-01-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T01:00:00.0/2020-01-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-12T02:00:00.0/2020-01-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
